"Product URL","Title","Description","Price","Sale Price","Categories","Tags","Visible","Hosted Image URLs"
"3d-printed-articulated-dragon-flexible-fidget-toy-desk-display","Articulated Dragon - Flexible Fidget Toy & Desk Display","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Bring a touch of fantasy to your desk, shelf, or game setup with this fully articulated 3D printed dragon. Designed with segmented joints that bend and move smoothly, this dragon is both a fun fidget toy and a striking decorative piece.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Each dragon is locally 3D printed in the Bay Area using durable PLA and finished with clean detail. Lightweight, flexible, and satisfying to pose, it makes a great gift for dragon lovers, gamers, fidget fans, or anyone who appreciates eye-catching 3D printed creations.</p>","15.99","13.99","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/ad77553f-7eb5-4cd9-ab28-ade7901b87e3/IMG_5565.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/4e017214-c9bf-4452-bce2-4d306dcc3487/IMG_5563.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/19c6139f-300e-40de-b585-17a116a93e7d/IMG_5564.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/4bf3ee54-808e-49c5-ae54-4a23c555f78d/IMG_5566.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/60935726-d721-457e-b534-39eebbcbcfe6/IMG_5567.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/6d5a7625-4a00-4f91-a374-aaa0a5af1322/IMG_5568.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/2661ee2d-a257-4c04-ac46-2ed169226cb1/IMG_5571.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/87fa9cef-858b-4fc2-be85-ae097e9c3734/IMG_5569.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/61785b82-1c62-413f-a847-9f224eda728d/IMG_5570.jpeg"
"","","","15.99","13.99","","","",""
"","","","15.99","13.99","","","",""
"","","","15.99","13.99","","","",""
"","","","15.99","13.99","","","",""
"3d-printed-acorn-storage-container-lift-off-lid-mini-holder","Acorn Storage Container - Lift-Off Lid Mini Holder","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This acorn-shaped storage container keeps small items organized while adding a woodland touch to a desk, shelf, or game table. The lift-off lid gives quick access for dice, jewelry, office supplies, small toys, or keepsakes. Printed in durable PLA and checked before shipping.</p>","21.99","18.49","/home-organization","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/85d6423b-045e-48b7-925b-c1ccbf8941b2/IMG_5580.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/d46539e2-0f03-40c5-86a4-5ebba921789f/IMG_5581.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/f8070950-f01d-4004-a66d-b7e25d7c83f8/IMG_5582.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e58df535-64de-46a6-92c4-09b4db64ae1d/IMG_5583.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/66423f34-0fbc-4ca7-812e-804073464376/IMG_5579.jpeg"
"3d-printed-santa-claus-treat-bowl-holiday-candy-or-snack-holder","Santa Claus Treat Bowl - Holiday Candy or Snack Holder","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Bring holiday cheer to your home with this festive 3D printed <strong>Santa Claus treat bowl</strong>. Featuring a cheerful Santa figure holding a rounded bowl, this piece is perfect for serving candies, small snacks, mints, or holiday goodies. It also works great as a decorative holder for keys, coins, or small items during the Christmas season.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area using durable PLA, this Santa bowl is lightweight, sturdy, and designed to add a warm, festive touch to any table, desk, or countertop. A fun addition to holiday décor and a great gift for kids and Christmas lovers.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Features Santa figure holding a bowl</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ideal for candy, snacks, keys, or small trinkets</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Festive tabletop décor for the holiday season</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ships safely packaged</p></li></ul>","41.49","35.49","/holiday-seasonal","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/bf43b41d-1575-4ed4-85ab-2f69a1ffbf6f/IMG_5584.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/5fd8a9be-420c-4677-820d-69b5eab306f7/IMG_5585.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/3c0cb3bf-6d52-4617-b9c1-e3bb0846ad27/IMG_5586.jpeg"
"3d-printed-holiday-wreath-ornament-door-window-hanging-decor","Holiday Wreath Ornament - Door & Window Hanging Decor","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Add a touch of elegance to your holiday décor with this beautifully detailed 3D printed <strong>Holiday Wreath Ornament</strong>. Featuring layered holly leaves and berries with a metallic finish, this festive wreath is perfect for hanging on doors, windows, walls, or Christmas displays.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Lightweight and durable, it’s easy to hang using the built-in loop at the top. Each wreath is locally 3D printed in the Bay Area using high-quality PLA and finished with a two-tone color design for a decorative, eye-catching look. A great seasonal accent for homes, offices, and gift-giving.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Built-in hanging loop for easy display</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Features holly leaves and berry detailing</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ideal for doors, windows, walls, or holiday setups</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Lightweight and durable</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ships safely packaged</p></li></ul>","17.49","15.49","/holiday-seasonal","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/4873bf49-6d18-4923-abcb-ad3a50bd54a1/IMG_5587.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/96adc44e-9dae-442c-be70-c94919cbc8e6/IMG_5588.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/3d4b469e-4893-455a-add4-9a532681f6fb/IMG_5590.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/3332fc59-7660-45dd-8dfb-ece4d3b3f599/IMG_5591.jpeg"
"3d-printed-spiral-cone-fidget-rainbow-metallic-stress-relief-toy","Spiral Cone Fidget - Rainbow Metallic Stress-Relief Toy","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This 3D printed <strong>Spiral Cone Fidget</strong> is a smooth, tactile stress-relief toy designed for satisfying fingertip play. Its swirling ridges and glossy rainbow metallic finish make it both fun to fidget with and beautiful to display on a desk or shelf.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area using durable PLA, the spiral cone has a comfortable shape that fits naturally in the hand. Spin it, roll it between your fingers, or simply enjoy the shifting colors — it’s great for kids, teens, and adults who like sensory fidgets or unique 3D printed toys.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Designed for tactile fidgeting and smooth handling</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Spiral ridges for sensory play</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Metallic rainbow gradient finish</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Great for stress relief, desk play, or gifting</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ships safely packaged</p></li></ul>","21.99","18.49","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/93593b63-96c1-4805-92e7-2a2559f712aa/IMG_5592.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/328b7907-41e2-4ab9-a60b-df1ca7fdb839/IMG_5593.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/891214d9-7b2e-4507-a2d8-2d2182b675ec/IMG_5594.jpeg"
"3d-printed-expanding-star-fidget-collapsible-stress-relief-toy","Expanding Star Fidget - Collapsible Stress-Relief Toy","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">This mesmerizing <strong>Expanding Star Fidget</strong> is a tactile, collapsible toy that opens, closes, and transforms with a smooth, satisfying motion. Made from durable gold PLA, it features layered geometric rings that fold outward like a star and collapse back into a compact dome shape.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Perfect for kids, teens, and adults, this fidget is great for stress relief, sensory play, desk entertainment, or gifting. Its unique expandable design makes it both fun to play with and beautiful to display.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Expands and collapses with smooth motion</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Layered star-shaped geometry</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Great for stress relief and sensory fidgeting</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Lightweight and durable</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ships safely packaged</p></li></ul>","16.49","13.99","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/6c980d81-d8cd-4002-bff2-b117bc36bcf7/IMG_5597.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/1fb43f88-2e9c-4483-97fc-6793f224f145/IMG_5598.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/9c388b98-0734-4fc8-8069-1744cf6a4d30/IMG_5599.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/3aaa06fa-12c8-4a8a-94c5-9011317106f8/IMG_5600.jpeg"
"","","","16.49","13.99","","","",""
"","","","16.49","13.99","","","",""
"","","","16.49","13.99","","","",""
"","","","16.49","13.99","","","",""
"","","","16.49","13.99","","","",""
"3d-printed-piano-music-box-hand-crank-miniature-instrument","Piano Music Box - Hand-Crank Miniature Instrument","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Bring music and charm to any space with this beautifully crafted <strong>3D printed Piano Music Box</strong>. Designed to look like a miniature upright piano, this piece includes detailed keys, pedals, and a functional <strong>hand-crank mechanism</strong> that plays a tune when turned.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area using durable PLA, it's both a decorative piece and a delightful musical gift. Perfect for music lovers, collectors, kids, and anyone who enjoys unique handmade items. Display it on your desk, shelf, or holiday setup for a touch of playful elegance.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Functional hand-crank music mechanism</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Detailed miniature piano design</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Great as a gift, collectible, or décor piece</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Ships safely packaged</p></li></ul>","29.99","25.99","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/5ff2388c-604f-4d65-aee0-1da8967ee9d8/IMG_5604.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e89aa722-db5a-4e5b-a311-0cdb4c351fbb/IMG_5601.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/9a593be4-48d9-4c7a-8e27-4ff2f9f4b9ba/IMG_5602.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/4eb2a169-5b32-4676-9df3-ddad7c524833/IMG_5603.jpeg"
"3d-printed-piano-music-box-wind-up-mini-instrument","Piano Music Box - Wind-Up Mini Instrument","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Bring classic charm to any room with this elegant <strong>3D Printed Piano Music Box</strong>. Shaped like a miniature upright piano, this piece features realistic details—keys, pedals, and a smooth matte-black finish. This version features a <strong>wind-up music mechanism</strong>. Simply turn the notch and the piano will continue playing the melody on its own — no need to keep cranking. It’s smooth, convenient, and great for display or gifting.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area with durable PLA, it’s perfect for music lovers, collectors, and anyone who enjoys unique handmade gifts. Display it on a desk, shelf, or holiday setup for a touch of musical warmth.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Details:</strong></p><ul data-rte-list=""true""><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Material: PLA (eco-friendly thermoplastic)</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Wind-up music mechanism</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Classic upright piano design</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Durable and lightweight</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Great as a gift or décor piece</p></li><li><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Locally 3D printed in the Bay Area, California</p></li></ul>","33.49","28.49","/home-organization","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/53521c40-6c16-482e-96dc-5ebb899ad857/IMG_5607.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/0a7205c4-2bd9-4288-ab96-aa3a7a42292c/IMG_5608.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/b1bd7d7c-a36f-4484-b129-698e4a37a38b/IMG_5606.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/97916cc8-5386-478e-bec8-78832ed0bda4/IMG_5609.jpeg"
"standpro-spinner","Standpro Spinner","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>3D-printed mechanical spinner features, creating a fun fidgeting experience. Made from lightweight PLA in a golden, black, grey and red, on its handle there are drawing for you to put them together. and gift for kids who love to enjoy times with friend will be great to fight each other’s.</span></p>","21.49","18.49","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e451f3e5-1f96-42f1-934e-2fbdf19f5c76/IMG_1821.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/043e1adb-abf1-42be-ade0-eeed10b26351/Screenshot+2025-11-26+at+13.48.34.png https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/40dbc953-f477-4a8f-960f-c83179670781/Screenshot+2025-11-26+at+13.48.11.png https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e8a3154f-be04-49a9-bb1f-00c12823491b/IMG_1819.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/4c6f1eee-de37-44a8-9ce7-8687c25cefc8/IMG_1820.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/0f1dfd29-4f0b-46a6-a3ad-0732d763d597/IMG_1822.jpeg"
"dogpro-robot-dog","Dog'pro Robot Dog","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><span>New high tech look! 3D-printed dog’pro robot dog stands on four articulated legs with a bold, metallic armor-like panels, full of moveable part. And this little robo-pup is a unique and eye-catching addition to any space, fun to look and play.</span></p>","18.49","","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/95a7b975-9422-4dde-983c-c92e3db1b152/IMG_1844.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/30d5c9ec-5ad1-4151-a2c0-76f052306dbe/IMG_1845.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/dba6b96d-d339-4425-a92c-8e1b1b04b0a6/IMG_1846.jpeg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/33ed03ec-7669-4c43-900e-3e1797b209c6/IMG_1842.jpeg"
"mystic-aurora-articulated-dragon","Celestial Amethyst Dragon - Articulated Display Piece","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>A mythical piece brought to life.</strong><br>The <em>Celestial Amethyst Dragon</em> is a premium 3D-printed articulated creature designed to flow naturally across your hand, desk, or display shelf. Its shimmering amethyst body and gold-detailed claws create a radiant, fantasy-inspired centerpiece you can pose, flex, and admire from every angle.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Each segment moves independently, giving the dragon a smooth, lifelike motion. Printed with high-shine silk PLA, it delivers a metallic finish that elevates any collection. Whether for décor, gifting, or fidgeting, this dragon adds a touch of magic to your space.</p><p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Handcrafted. Flexible. Mesmerizing.</p>","27.49","23.99","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e94308f6-6db8-44bd-8fb3-f02459e34539/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211101_1_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/befb7397-2ee1-4867-863d-063b7b8bbc56/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211102_2_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/c28c7504-5562-4a74-82f8-2fc43514cac9/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211103_3_64.jpg"
"honeycore-mini-snapcase-vented-hex-storage-box-3d-printed","HoneyCore Mini SnapCase - Vented Hex Storage Box (3D Printed)","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">A compact vented storage case with a honeycomb-inspired shell and snap-fit closure. Use it for small tools, crafting parts, gaming accessories, cables, or travel items. The lightweight 3D-printed body is easy to carry and checked before shipping.</p>","31.99","27.49","/home-organization","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/29c1ba74-032d-41d0-a766-9de2cf1609c2/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127212451_165_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/1919eb7a-1f6d-4dfd-b9a4-04bfa4341166/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127212452_166_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/b7177605-7708-4dab-a6b1-3bcdf86f85ca/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127212453_167_64.jpg"
"orbital-kinetic-spinner","Orbital Kinetic Spinner","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">A precision 3D-printed kinetic spinner designed for smooth tabletop motion and satisfying focus breaks. Its orbital form makes it a striking desk piece, fidget object, or small gift for fans of mechanical design. Each spinner is printed after purchase and checked before shipping.</p>","16.49","13.99","/toys-figures","","No","https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/e0c13a71-4eb2-425c-98e2-6f053f3f5eec/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211246_105_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/a2d0eef7-6d91-4285-ba19-0f244ae21edf/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211247_106_64.jpg https://images.squarespace-cdn.com/content/v1/6914262184e7d41fe3ac8966/b9e5ea12-64fc-4be7-bed4-af21c86e2910/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20251127211248_107_64.jpg"
